User_ID,Driver_Name,City,Ride_Date,Hour_of_Day,Day_of_Week,Distance_km,Traffic_Level,Type_of_vehicle,No_of_active_drivers,Ride_Requests,Demand_Supply_Ratio,Trip_Duration,Base_Fare,Surge_Multiplier,Final_Fare
USER-49828-Ulqy,James Dickerson,Hyderabad,02-02-2026,0,Friday,17.12,Jam,Hatchback,73,66,0.9,45,245.44,1.0,245.44
USER-30085-FzAz,Mr. Miguel Gonzalez,Chennai,06-08-2026,17,Sunday,11.03,Jam,Sedan,86,46,0.53,33,182.36,1.0,182.36
USER-16923-WBqX,Mrs. Stacey Riddle,Pune,16-07-2026,0,Thursday,19.82,Jam,Sedan,76,46,0.61,45,287.84,1.0,287.84
USER-33705-OTRb,James Coleman,Pune,29-04-2026,12,Tuesday,19.26,High,Hatchback,15,88,5.87,51,271.12,1.6,433.79
USER-92011-PTyz,Brittany Wright,Hyderabad,02-05-2026,16,Friday,5.84,Low,Hatchback,28,66,2.36,23,110.08,1.6,176.13
USER-48869-tUAW,Carol Simmons,Mumbai,03-07-2026,18,Wednesday,29.98,Low,Auto,75,128,1.71,91,389.76,1.2,467.71
USER-43640-kFag,Rebecca Olsen,Pune,12-09-2025,3,Saturday,7.71,Jam,Sedan,79,134,1.7,33,142.52,1.1,156.77
USER-23728-hCKn,Christopher Lopez,Pune,24-10-2025,3,Friday,10.69,Medium,Bike,13,59,4.54,35,143.28,1.7,243.58
USER-12141-yhre,Dr. Jessica Durham,Delhi,20-12-2025,22,Saturday,20.86,Jam,SUV,77,155,2.01,60,330.32,2.0,660.64
USER-09013-HYay,Alexandra Adams,Pune,25-03-2026,10,Wednesday,9.37,High,SUV,33,192,5.82,37,192.44,1.6,307.9
USER-55356-yNdw,Lindsey Rogers,Hyderabad,02-07-2026,21,Friday,25.92,Low,SUV,66,128,1.94,75,391.04,1.2,469.25
USER-09184-SWpx,Russell Buckley,Pune,29-01-2026,20,Sunday,21.63,Jam,Hatchback,40,45,1.12,77,299.56,1.0,299.56
USER-50505-RCoM,April Little,Hyderabad,10-02-2026,20,Thursday,3.6,Low,Sedan,14,14,1.0,13,93.2,1.0,93.2
USER-16493-TjHK,Teresa Alvarez,Hyderabad,31-05-2026,18,Sunday,14.77,Low,Bike,80,64,0.8,59,192.24,1.0,192.24
USER-87271-EQIp,Elizabeth Nunez,Hyderabad,14-11-2025,17,Monday,17.05,Low,Auto,24,103,4.29,50,234.6,1.6,375.36
USER-64347-QhQi,Alyssa Hickman MD,Hyderabad,20-07-2026,2,Wednesday,14.49,Jam,Auto,69,12,0.17,47,203.88,1.0,203.88
USER-91566-PPYJ,Danny Johnston,Pune,05-08-2026,4,Thursday,16.17,Medium,Bike,27,154,5.7,59,209.04,1.9,397.18
USER-93195-iuyK,Brandon Davis,Delhi,13-05-2026,11,Saturday,2.37,Medium,SUV,67,69,1.03,11,108.44,1.0,108.44
USER-28993-gzaI,Jacob Shelton,Hyderabad,24-06-2026,21,Sunday,8.03,High,Bike,51,109,2.14,30,111.36,1.9,211.58
USER-09548-ShrT,Brittany Campbell,Hyderabad,15-03-2026,20,Monday,12.02,Medium,SUV,95,143,1.51,41,224.24,1.4,313.94
USER-52330-XlFU,Jamie Zavala,Delhi,07-01-2026,17,Sunday,20.39,Medium,Auto,53,177,3.34,55,274.68,1.8,494.42
USER-56618-UssS,Jay Kennedy,Chennai,20-07-2026,7,Sunday,18.56,Jam,Auto,50,98,1.96,59,252.72,1.4,353.81
USER-59047-PkKi,,Mumbai,25-01-2026,4,Sunday,15.96,Medium,Bike,34,29,0.85,50,206.52,1.0,206.52
USER-59126-BRkd,Christina Curtis,Mumbai,21-09-2025,5,Saturday,6.35,Medium,Auto,82,193,2.35,25,106.2,1.7,180.54
USER-63013-zFtS,Miss Leslie Booker,Bengaluru,23-03-2026,3,Monday,17.37,Jam,Auto,66,132,2.0,44,238.44,1.3,309.97
USER-75011-fhFP,Marie Hill,Hyderabad,18-04-2026,7,Thursday,2.47,Low,Hatchback,78,161,2.06,15,69.64,1.5,104.46
USER-92676-tKig,Mrs. Melissa Davis,Chennai,14-12-2025,1,Wednesday,6.66,Medium,SUV,28,142,5.07,24,159.92,1.9,303.85
USER-87189-ITYP,Justin Herrera,Pune,01-10-2025,9,Tuesday,33.21,Low,Bike,32,124,3.88,105,413.52,1.9,785.69
USER-51029-nPkf,Abigail West,Chennai,10-03-2026,13,Tuesday,21.43,Low,Auto,79,56,0.71,72,287.16,1.0,287.16
USER-60340-HYsQ,Heidi Stephens,Bengaluru,28-02-2026,23,Friday,24.31,Jam,Sedan,63,162,2.57,75,341.72,1.7,580.92
USER-83103-cmjt,Yesenia Obrien,Chennai,26-06-2026,0,Wednesday,7.88,Medium,Hatchback,69,185,2.68,24,134.56,1.8,242.21
USER-96184-qyPk,Ian Anderson,Chennai,10-01-2026,19,Wednesday,21.39,High,SUV,73,138,1.89,69,336.68,1.2,404.02
USER-43598-MkAj,Dalton Soto,Pune,11-12-2025,19,Monday,19.34,Jam,Auto,5,183,36.6,67,262.08,1.7,445.54
USER-86151-xvXr,Devin Schmidt,Chennai,09-10-2025,22,Thursday,19.01,High,Auto,34,133,3.91,68,258.12,1.7,438.8
USER-11284-LZFg,Wayne Gray,Bengaluru,26-02-2026,22,Monday,20.59,High,Hatchback,59,44,0.75,54,287.08,1.0,287.08
USER-62588-MzEL,Stephanie Jackson,Delhi,03-10-2025,2,Thursday,10.63,Medium,Bike,74,114,1.54,27,142.56,1.3,185.33
USER-53967-lCwZ,Nicolas Brown,Mumbai,04-02-2026,18,Sunday,18.77,Jam,Hatchback,71,11,0.15,53,265.24,1.0,265.24
USER-14651-OfeU,Robin Torres,Pune,13-11-2025,10,Monday,14.9,Low,Auto,18,49,2.72,45,208.8,1.6,334.08
USER-06827-FGRR,Timothy Stokes,Pune,07-07-2026,18,Thursday,13.43,Jam,Auto,40,184,4.6,39,191.16,1.7,324.97
USER-68538-RMcM,Ronald Smith,Chennai,28-01-2026,15,Wednesday,7.08,Medium,Bike,76,152,2.0,25,99.96,1.3,129.95
USER-06762-xhvR,Casey Gomez,Bengaluru,16-11-2025,12,Wednesday,26.02,Low,Sedan,89,40,0.45,90,362.24,1.0,362.24
USER-63480-DNFd,Mr. Aaron Welch,Delhi,25-12-2025,5,Monday,4.41,High,Sedan,70,112,1.6,24,102.92,1.3,133.8
USER-65016-FmfH,Gregory Bowen,Delhi,21-02-2026,1,Friday,6.47,Low,SUV,86,11,0.13,24,157.64,1.0,157.64
USER-65456-lIZr,Matthew Perez,Bengaluru,26-09-2025,19,Tuesday,15.8,Jam,Bike,13,77,5.92,39,204.6,1.8,368.28
USER-31340-izAV,Jeffrey Howard,Mumbai,16-12-2025,12,Saturday,21.87,Medium,SUV,71,83,1.17,69,342.44,1.0,342.44
USER-25686-ihgY,Mrs. Katherine Simpson,Pune,25-08-2025,5,Monday,22.77,Low,Bike,61,12,0.2,62,288.24,1.0,288.24
USER-06744-FfWB,Gloria Bray,Bengaluru,15-11-2025,1,Monday,27.65,Medium,Bike,70,142,2.03,88,346.8,1.8,624.24
USER-36371-SUGN,Sharon Gamble,Delhi,22-10-2025,20,Monday,1.01,Medium,Bike,25,32,1.28,11,27.12,1.2,32.54
USER-26093-fdyA,Andrew Mooney,Bengaluru,25-02-2026,18,Tuesday,7.81,Medium,Bike,6,198,33.0,26,108.72,1.8,195.7
USER-04145-rwTA,Antonio Simmons,Delhi,15-11-2025,17,Tuesday,32.11,Medium,Auto,49,98,2.0,116,415.32,1.2,498.38
USER-74916-lqFx,Patrick Lewis,Bengaluru,17-12-2025,14,Sunday,32.61,Low,Hatchback,78,11,0.14,85,431.32,1.0,431.32
USER-98953-PrnL,Patrick Ward,Mumbai,04-01-2026,17,Saturday,3.46,Medium,Hatchback,42,97,2.31,21,81.52,2.0,163.04
USER-33711-INvt,Warren Henson,Bengaluru,09-05-2026,18,Thursday,9.5,Medium,Hatchback,61,106,1.74,32,154.0,1.3,200.2
USER-48557-OThB,Carl Barnes,Pune,11-09-2025,14,Thursday,24.17,Low,Bike,80,17,0.21,71,305.04,1.0,305.04
USER-90367-RIGe,Walter Roberts,Chennai,16-10-2025,20,Friday,27.81,Jam,Hatchback,33,183,5.55,91,373.72,1.7,635.32
USER-29390-YGDG,Devon White,Hyderabad,02-05-2026,17,Saturday,1.33,High,Bike,38,73,1.92,11,30.96,1.3,40.25
USER-08340-Ojri,Kristen Jackson,Delhi,24-11-2025,2,Thursday,19.85,Medium,Bike,27,131,4.85,54,253.2,1.9,481.08
USER-55184-UiAN,Matthew Chen,Chennai,03-12-2025,23,Thursday,24.23,Low,Sedan,29,137,4.72,80,340.76,1.9,647.44
USER-08916-PqOO,Diana Scott,Mumbai,26-03-2026,6,Thursday,8.79,Jam,Bike,36,168,4.67,25,120.48,1.6,192.77
USER-62736-xjEf,Kevin Morton,Delhi,14-02-2026,21,Saturday,17.75,Medium,Bike,5,148,29.6,70,228.0,1.7,387.6
USER-22693-ejeB,Nicholas Holland Jr.,Chennai,15-11-2025,18,Friday,30.54,Jam,Auto,67,56,0.84,116,396.48,1.0,396.48
USER-91660-haWP,Monica Morton,Pune,24-07-2026,7,Sunday,26.51,Low,Sedan,21,23,1.1,81,368.12,1.0,368.12
USER-01851-miEW,Linda Sparks,Mumbai,11-03-2026,17,Tuesday,2.11,Medium,Sedan,49,110,2.24,10,75.32,1.7,128.04
USER-48100-gIsg,David Stephens,Delhi,20-02-2026,16,Sunday,16.64,Medium,Auto,93,12,0.13,38,229.68,1.0,229.68
USER-43617-khog,Jeffery Hernandez,Mumbai,01-08-2026,3,Monday,12.06,Low,Hatchback,83,76,0.92,33,184.72,1.0,184.72
USER-09226-HvMl,Thomas Gillespie,Delhi,22-04-2026,15,Tuesday,33.59,High,Hatchback,48,103,2.15,84,443.08,1.6,708.93
USER-54102-XPju,Brian Hendricks,Delhi,10-10-2025,11,Tuesday,13.41,Jam,Auto,56,81,1.45,39,190.92,1.4,267.29
USER-15226-wuFB,Tina Ramirez,Bengaluru,09-02-2026,3,Sunday,25.51,High,Bike,35,152,4.34,75,321.12,1.6,513.79
USER-88788-oyfL,Janet Dunn,Pune,05-05-2026,23,Wednesday,6.08,Medium,Auto,6,55,9.17,20,102.96,2.0,205.92
USER-58721-dwxX,Dalton Jefferson,Mumbai,12-06-2026,16,Tuesday,19.16,Medium,Hatchback,45,134,2.98,56,269.92,1.9,512.85
USER-21260-SBxd,Ronald Brown,Hyderabad,30-04-2026,3,Friday,24.48,Low,SUV,12,65,5.42,87,373.76,1.9,710.14
USER-13109-AjWl,Amanda Diaz,Chennai,05-02-2026,23,Wednesday,12.38,High,SUV,51,102,2.0,41,228.56,1.2,274.27
USER-04120-PcMW,Jill Newman,Hyderabad,19-10-2025,11,Tuesday,30.49,Jam,SUV,82,60,0.73,97,445.88,1.0,445.88
USER-49843-Bkrf,Jordan Dawson,Pune,23-02-2026,9,Sunday,13.07,Medium,Bike,91,140,1.54,44,171.84,1.4,240.58
USER-89177-uPPz,Colleen White,Hyderabad,15-06-2026,9,Thursday,16.77,High,SUV,23,52,2.26,56,281.24,1.7,478.11
USER-50342-Igen,Brian Cox,Mumbai,23-03-2026,12,Friday,29.86,High,Bike,14,30,2.14,71,373.32,1.7,634.64
USER-19909-YEcd,Timothy Allen,Chennai,10-12-2025,22,Tuesday,10.09,Low,Sedan,87,111,1.28,33,171.08,1.3,222.4
USER-65215-AVGg,Kathryn Edwards,Delhi,16-02-2026,23,Thursday,20.96,Low,Hatchback,62,115,1.85,49,291.52,1.1,320.67
USER-22711-TonZ,Sean Johnson,Hyderabad,23-04-2026,8,Friday,32.97,Medium,Hatchback,94,30,0.32,84,435.64,1.0,435.64
USER-72545-NBcT,Lisa Mills PhD,Chennai,27-05-2026,2,Saturday,32.85,Medium,Hatchback,65,150,2.31,76,434.2,1.8,781.56
USER-71024-JZYf,Christian Burton,Chennai,15-02-2026,3,Tuesday,9.92,Medium,Sedan,24,31,1.29,37,169.04,1.2,202.85
USER-12747-qWCP,Kenneth Gomez,Mumbai,21-07-2026,9,Wednesday,16.07,Jam,Auto,21,43,2.05,48,222.84,1.5,334.26
USER-27589-uxfR,Jennifer Vincent,Delhi,15-01-2026,10,Wednesday,30.38,Low,Hatchback,64,148,2.31,113,404.56,1.7,687.75
USER-80214-ykKz,Richard Lyons,Pune,25-06-2026,22,Thursday,19.34,Jam,Auto,80,162,2.02,59,262.08,1.8,471.74
USER-71121-zXBm,Marvin Mccullough,Delhi,11-01-2026,9,Sunday,31.9,High,Hatchback,66,148,2.24,77,422.8,1.7,718.76
USER-70827-jOnu,Patrick Wilson,Hyderabad,13-03-2026,8,Monday,6.29,Jam,Auto,6,10,1.67,21,105.48,1.2,126.58
USER-30644-Olfj,Veronica Lewis,Delhi,11-09-2025,0,Tuesday,24.38,High,SUV,67,132,1.97,67,372.56,1.3,484.33
USER-01654-kmwA,Mckenzie Green,Hyderabad,09-02-2026,0,Friday,19.64,Medium,SUV,29,115,3.97,73,315.68,1.7,536.66
USER-89319-NjuQ,Laura Morrow,Delhi,12-08-2026,23,Saturday,22.96,High,Auto,53,66,1.25,62,305.52,1.3,397.18
USER-51648-UaCi,Taylor Porter,Mumbai,06-04-2026,19,Tuesday,28.46,Low,Auto,92,79,0.86,79,371.52,1.0,371.52
USER-29635-nmRK,Chelsea Horton,Mumbai,01-08-2026,13,Wednesday,7.39,High,Auto,13,56,4.31,19,118.68,1.8,213.62
USER-77665-wIBH,Kathryn Parrish,Delhi,08-08-2026,8,Friday,24.82,Medium,SUV,67,58,0.87,65,377.84,1.0,377.84
USER-66464-SNgf,Juan Martin,Hyderabad,07-06-2026,17,Tuesday,1.75,Low,Hatchback,18,82,4.56,13,61.0,1.9,115.9
USER-81789-ZcQs,Paul Hanson,Hyderabad,24-06-2026,4,Thursday,1.5,Jam,Hatchback,32,97,3.03,12,58.0,2.0,116.0
USER-57660-xYoG,Scott Sampson,Hyderabad,29-11-2025,1,Wednesday,12.23,High,Sedan,23,24,1.04,37,196.76,1.0,196.76
USER-00025-HVMu,April Stout,Hyderabad,17-12-2025,15,Thursday,7.17,Jam,Bike,37,107,2.89,26,101.04,2.0,202.08
USER-09626-Ulzu,Cheryl Newman,Chennai,22-02-2026,12,Saturday,27.22,Low,Bike,61,73,1.2,86,341.64,1.0,341.64
USER-48253-ffbB,Kenneth Myers,Chennai,21-08-2025,23,Friday,27.21,Medium,Auto,71,180,2.54,103,356.52,1.7,606.08
USER-60275-lpPo,Tammie Miller,Chennai,03-12-2025,10,Wednesday,6.39,Medium,SUV,98,20,0.2,29,156.68,1.0,156.68
USER-09117-Mhgj,Denise Donovan,Delhi,28-11-2025,8,Friday,17.36,Low,Auto,43,60,1.4,46,238.32,1.4,333.65
USER-17061-FOen,Susan Clark,Hyderabad,25-04-2026,3,Tuesday,9.02,High,SUV,60,93,1.55,24,188.24,1.3,244.71
USER-99015-wENM,Adam White,Mumbai,05-03-2026,7,Wednesday,1.3,High,Auto,10,158,15.8,13,45.6,1.8,82.08
USER-23513-buio,Kimberly Holmes,Mumbai,16-09-2025,2,Sunday,9.46,Medium,Sedan,68,33,0.49,35,163.52,1.0,163.52
USER-47768-zmql,Dr. Gregory Arnold,Delhi,28-10-2025,20,Tuesday,3.04,High,SUV,50,175,3.5,16,116.48,1.9,221.31
USER-37676-MVru,Pamela Collins,Bengaluru,02-04-2026,7,Saturday,11.77,Jam,Bike,76,175,2.3,45,156.24,1.9,296.86
USER-72084-LAsM,Steven Weiss,Chennai,15-06-2026,12,Thursday,13.18,High,SUV,22,74,3.36,53,238.16,1.9,452.5
USER-25313-Qxxj,Robert Jordan,Bengaluru,29-05-2026,17,Saturday,24.7,High,Auto,29,155,5.34,63,326.4,1.7,554.88
USER-38164-MnHn,John Pope,Pune,24-09-2025,19,Sunday,32.09,Low,Hatchback,75,51,0.68,71,425.08,1.0,425.08
USER-53307-FcrA,Peter Stewart,Pune,30-09-2025,8,Tuesday,19.41,High,Hatchback,63,10,0.16,71,272.92,1.0,272.92
USER-90742-zcIH,Alex Smith,Hyderabad,31-08-2025,5,Thursday,31.02,Low,SUV,84,103,1.23,103,452.24,1.2,542.69
USER-55618-XuFN,Jennifer Turner,Bengaluru,03-09-2025,17,Tuesday,28.85,Jam,SUV,29,144,4.97,97,426.2,1.6,681.92
USER-91030-aigu,Barbara Brooks,Pune,28-06-2026,13,Wednesday,22.79,Medium,Bike,19,34,1.79,66,288.48,1.1,317.33
USER-80040-hdte,Steven Wood,Bengaluru,21-11-2025,5,Monday,30.7,Jam,Sedan,30,37,1.23,86,418.4,1.1,460.24
USER-25296-OCQh,Chad Murray,Pune,24-02-2026,12,Monday,23.37,Jam,SUV,72,169,2.35,77,360.44,1.5,540.66
USER-44158-pQPV,Nicholas Perez,Delhi,26-06-2026,22,Saturday,3.41,Low,SUV,31,177,5.71,12,120.92,1.7,205.56
USER-63715-nLWH,Michael Mcdonald,Bengaluru,21-02-2026,11,Wednesday,19.97,High,SUV,58,104,1.79,65,319.64,1.3,415.53
USER-35679-GmXz,Jonathan Sloan,Pune,25-10-2025,1,Wednesday,25.97,Medium,Sedan,43,29,0.67,98,361.64,1.0,361.64
USER-13072-rbEQ,Bridget Walter,Chennai,27-02-2026,23,Wednesday,8.85,Low,Hatchback,54,58,1.07,25,146.2,1.0,146.2
USER-68507-rxgd,Daniel Sanders,Bengaluru,11-04-2026,5,Tuesday,19.99,Jam,Bike,76,116,1.53,69,254.88,1.3,331.34
USER-97861-RdPp,Christopher Hill,Delhi,02-08-2026,13,Tuesday,31.02,Low,Auto,26,56,2.15,97,402.24,1.7,683.81
USER-39666-goUS,Austin Garcia,Chennai,23-11-2025,19,Tuesday,16.06,Medium,Sedan,50,90,1.8,52,242.72,1.4,339.81
USER-12897-VtSp,Kyle Gross,Pune,18-10-2025,20,Sunday,15.64,Medium,Bike,97,92,0.95,55,202.68,1.0,202.68
USER-76502-qekR,Brenda Smith,Delhi,22-05-2026,17,Tuesday,32.49,High,SUV,37,102,2.76,120,469.88,2.0,939.76
USER-07371-cbKR,,Chennai,14-08-2026,1,Friday,34.42,Medium,Bike,81,14,0.17,101,428.04,1.0,428.04
USER-14577-VwIq,,Bengaluru,16-04-2026,7,Thursday,8.3,Jam,Auto,45,15,0.33,32,129.6,1.0,129.6
USER-97148-UObj,Gene Holmes,Delhi,09-08-2026,16,Wednesday,19.91,Medium,Sedan,78,49,0.63,51,288.92,1.0,288.92
USER-65313-yOgr,Kenneth Dominguez,Hyderabad,03-07-2026,4,Monday,10.01,Jam,Hatchback,79,73,0.92,29,160.12,1.0,160.12
USER-69644-mcLH,Michael Barron,Mumbai,30-04-2026,12,Monday,20.35,Low,SUV,32,197,6.16,50,324.2,1.9,615.98
USER-10727-RjHs,Rebecca Reed,Hyderabad,02-04-2026,22,Tuesday,24.9,High,SUV,17,162,9.53,75,378.8,1.9,719.72
USER-34910-FtaB,Edward Chavez,Delhi,24-12-2025,2,Sunday,27.52,Low,Sedan,47,99,2.11,99,380.24,1.7,646.41
USER-82142-UmBL,Douglas Trevino,Mumbai,18-07-2026,7,Friday,26.42,Low,SUV,82,12,0.15,85,397.04,1.0,397.04
USER-61449-tlKB,Michael Hughes,Delhi,22-04-2026,16,Tuesday,2.4,Medium,Bike,74,154,2.08,15,43.8,1.8,78.84
USER-14978-lyYB,Julian Turner,Delhi,21-09-2025,21,Tuesday,25.87,High,Hatchback,55,124,2.25,90,350.44,1.5,525.66
USER-66708-bXAf,Julie Patterson,Pune,20-05-2026,12,Tuesday,6.03,High,Bike,48,31,0.65,18,87.36,1.0,87.36
USER-94062-zQaD,Bethany Daniels,Chennai,08-06-2026,8,Thursday,3.89,Jam,Auto,69,121,1.75,16,76.68,1.3,99.68
USER-59149-ESvd,Ronald Santos,Bengaluru,30-09-2025,6,Saturday,17.59,Low,Bike,88,156,1.77,50,226.08,1.2,271.3
USER-32440-ZFNS,Patrick Simpson,Chennai,29-10-2025,13,Saturday,12.0,Medium,Hatchback,78,32,0.41,34,184.0,1.0,184.0
USER-08760-htzE,Danielle Garcia,Bengaluru,11-08-2026,11,Monday,7.48,High,Hatchback,49,162,3.31,28,129.76,1.6,207.62
USER-20223-kGVS,Matthew Martinez,Pune,05-03-2026,14,Wednesday,22.19,High,Sedan,61,21,0.34,80,316.28,1.0,316.28
USER-46617-ABjb,Kevin Richardson,Pune,29-11-2025,11,Wednesday,6.3,Jam,Auto,98,31,0.32,15,105.6,1.0,105.6
USER-97052-DUDr,Matthew Barry,Chennai,20-08-2025,19,Tuesday,32.51,Medium,Sedan,41,13,0.32,84,440.12,1.0,440.12
USER-25957-TYir,Kayla Thompson,Pune,31-05-2026,15,Sunday,1.77,Jam,Auto,31,199,6.42,9,51.24,1.8,92.23
USER-88425-LLwL,Dr. Larry White,Pune,31-03-2026,17,Thursday,17.42,Low,Auto,98,46,0.47,55,239.04,1.0,239.04
USER-75331-lUyW,Brent Rodriguez,Pune,07-08-2026,21,Saturday,18.91,Low,Hatchback,37,53,1.43,44,266.92,1.3,347.0
USER-59025-gSCy,Ryan Jones,Delhi,05-10-2025,1,Saturday,16.81,Medium,Bike,6,27,4.5,49,216.72,1.8,390.1
USER-68319-bOQg,Michael Perez DDS,Delhi,30-10-2025,11,Saturday,30.39,Low,Sedan,7,84,12.0,108,414.68,1.6,663.49
USER-87339-EGww,Sharon Peterson,Hyderabad,31-03-2026,22,Tuesday,4.39,Medium,Auto,45,134,2.98,24,82.68,1.5,124.02
USER-12841-hFod,James Jones,Hyderabad,25-03-2026,14,Tuesday,20.06,Medium,Sedan,96,15,0.16,51,290.72,1.0,290.72
USER-24189-pHNG,Hunter Brennan,Delhi,09-12-2025,15,Wednesday,14.38,Low,Hatchback,25,14,0.56,43,212.56,1.0,212.56
USER-05643-vWdi,Victoria Delgado,Hyderabad,31-10-2025,9,Friday,9.03,High,Auto,69,80,1.16,35,138.36,1.0,138.36
USER-05169-VNfJ,Robert Elliott DDS,Mumbai,08-02-2026,0,Sunday,33.1,Low,Auto,40,67,1.68,81,427.2,1.3,555.36
USER-30003-IMyR,Danny Bell MD,Bengaluru,24-04-2026,12,Sunday,18.7,Jam,Auto,91,166,1.82,66,254.4,1.2,305.28
USER-68217-hNxw,Melissa Jordan,Hyderabad,27-10-2025,13,Tuesday,34.0,Low,Bike,82,94,1.15,94,423.0,1.0,423.0
USER-89003-dedi,Adam Gutierrez,Mumbai,24-01-2026,4,Wednesday,20.76,High,Sedan,92,61,0.66,74,299.12,1.0,299.12
USER-96711-eqIn,Dana Carter,Chennai,14-02-2026,16,Saturday,31.93,High,Bike,60,47,0.78,99,398.16,1.0,398.16
USER-43845-SIGg,Teresa Deleon,Hyderabad,06-09-2025,17,Sunday,19.12,Jam,Sedan,97,40,0.41,47,279.44,1.0,279.44
USER-34831-xUYj,Chad Daugherty,Bengaluru,30-08-2025,10,Monday,30.92,Jam,SUV,57,115,2.02,81,451.04,1.6,721.66
USER-96410-rNyF,Russell Nelson,Bengaluru,24-08-2025,4,Saturday,7.28,Jam,Auto,83,167,2.01,22,117.36,1.8,211.25
USER-04085-bMWv,Cody Jordan,Mumbai,20-07-2026,0,Friday,13.21,Medium,Auto,93,132,1.42,38,188.52,1.3,245.08
USER-01864-IDBK,Lisa Glenn,Delhi,07-05-2026,12,Friday,17.71,High,Bike,22,51,2.32,42,227.52,1.7,386.78
USER-04413-XIsv,Willie Allen,Hyderabad,14-03-2026,8,Thursday,33.31,High,Sedan,33,200,6.06,105,449.72,1.9,854.47
USER-90149-Quql,Rachel Patrick,Delhi,26-01-2026,14,Thursday,30.48,Low,SUV,67,186,2.78,84,445.76,1.9,846.94
USER-36091-rNJu,Karen Richard,Bengaluru,31-07-2026,1,Saturday,21.67,High,Sedan,53,194,3.66,63,310.04,1.8,558.07
USER-29031-PclR,Bethany Mccoy,Delhi,18-02-2026,1,Wednesday,18.7,High,Auto,62,126,2.03,62,254.4,1.9,483.36
USER-44058-TcMp,Amy Klein,Chennai,23-12-2025,17,Wednesday,14.45,Jam,Auto,99,20,0.2,50,203.4,1.0,203.4
USER-61642-buMY,Damon Hudson,Chennai,27-12-2025,1,Thursday,7.45,High,SUV,61,111,1.82,30,169.4,1.2,203.28
USER-29019-nZuG,Caitlin Williams,Delhi,05-05-2026,19,Sunday,32.25,High,Bike,93,142,1.53,117,402.0,1.3,522.6
USER-61139-GKOJ,Amanda Barber,Hyderabad,12-05-2026,23,Sunday,18.02,Low,Hatchback,28,159,5.68,71,256.24,1.6,409.98
USER-54394-pvpZ,Mary Meyer,Bengaluru,24-05-2026,14,Sunday,1.85,Jam,Sedan,63,161,2.56,11,72.2,1.9,137.18
USER-65158-GexP,Melissa Wallace,Pune,10-02-2026,10,Monday,24.52,Jam,Bike,96,51,0.53,78,309.24,1.0,309.24
USER-36929-qYsv,Victoria Frost,Chennai,10-12-2025,22,Tuesday,16.28,Jam,Hatchback,51,31,0.61,53,235.36,1.0,235.36
USER-27021-AqWJ,Mackenzie Barton,Mumbai,04-05-2026,16,Friday,21.81,Low,Bike,25,106,4.24,63,276.72,1.9,525.77
USER-12886-Bwiz,Allison Jackson,Bengaluru,29-04-2026,18,Saturday,30.62,High,Auto,24,51,2.12,105,397.44,1.9,755.14
USER-91015-CAOC,Stephanie Vargas,Delhi,15-05-2026,9,Saturday,11.52,Jam,Bike,62,83,1.34,36,153.24,1.4,214.54
USER-81209-LxRP,Ralph Hendricks,Pune,30-01-2026,0,Tuesday,22.17,Medium,Hatchback,37,13,0.35,68,306.04,1.0,306.04
USER-47509-HHLG,Theresa Davis,Pune,21-06-2026,0,Tuesday,21.67,High,SUV,68,70,1.03,59,340.04,1.0,340.04
USER-36849-Nugw,Tiffany Williams,Delhi,29-11-2025,14,Friday,3.7,High,SUV,81,11,0.14,18,124.4,1.0,124.4
USER-49134-jgnJ,Christopher Crosby,Hyderabad,19-06-2026,20,Saturday,19.96,Low,Hatchback,31,22,0.71,47,279.52,1.0,279.52
USER-07053-sKBU,Kimberly Lloyd,Bengaluru,26-01-2026,1,Tuesday,5.94,Jam,Sedan,9,180,20.0,23,121.28,1.7,206.18
USER-67412-rUQh,Tamara Wilson,Bengaluru,06-08-2026,3,Sunday,15.18,Medium,Auto,27,51,1.89,55,212.16,1.2,254.59
USER-81506-gTYH,George Chavez,Delhi,11-12-2025,18,Friday,13.25,Low,Auto,9,33,3.67,48,189.0,1.7,321.3
USER-34727-lUFs,James Hahn,Mumbai,04-10-2025,2,Sunday,26.79,Low,Hatchback,75,26,0.35,69,361.48,1.0,361.48
USER-89320-ASqN,April Jones,Pune,03-01-2026,8,Friday,12.19,High,SUV,57,144,2.53,33,226.28,1.8,407.3
USER-34776-MwIE,Catherine Evans,Chennai,03-12-2025,23,Wednesday,34.3,High,SUV,72,32,0.44,99,491.6,1.0,491.6
USER-75156-TiXE,Matthew Wilson,Hyderabad,20-06-2026,10,Wednesday,9.83,Jam,Bike,78,169,2.17,28,132.96,1.8,239.33
USER-60854-RuAz,Jordan Wu,Bengaluru,08-06-2026,23,Saturday,22.48,High,Auto,68,56,0.82,79,299.76,1.0,299.76
USER-76392-InXO,Mr. Mark Williams,Delhi,26-09-2025,6,Wednesday,1.05,High,Bike,8,129,16.12,6,27.6,1.9,52.44
USER-61558-ePdH,Tiffany Smith,Chennai,02-11-2025,19,Friday,34.97,Medium,Hatchback,57,21,0.37,97,459.64,1.0,459.64
USER-55638-Upac,Crystal Solis,Hyderabad,22-06-2026,6,Thursday,1.38,Low,Hatchback,30,186,6.2,6,56.56,1.7,96.15
USER-03304-VhYy,Amanda Campbell,Hyderabad,13-04-2026,10,Monday,27.08,High,Auto,19,185,9.74,75,354.96,1.9,674.42
